121,90
89,83
192,97
56,81
178,92
40,70
165,98
112,85
113,88
84,92
101,89
186,93
191,96
83,91
109,80
125,99
98,89
101,89
89,83
174,85
97,97
195,80
109,99
192,84
176,89
76,100
78,88
96,93
91,86
84,100
83,92
113,89
0,0
107,86
61,93
90,92
101,92
92,98
96,89
55,86
139,98
102,92
71,81
157,98
70,0
70,0
0,0
0,0
0,0
